vector,geo,dguid,gender,age_group,indicators,coordinate,value
v1792542996,Quebec,2021A000224,Women+,18 to 44 years,Experienced difficulties getting specialist care in the past 12 months,6.3.2.12.4,33.1
v1792543003,Quebec,2021A000224,Women+,18 to 44 years,Level of coordination between health care providers in the past 12 months - Very good or excellent,6.3.2.13.4,48.5
v1792543010,Quebec,2021A000224,Women+,18 to 44 years,Level of coordination between health care providers in the past 12 months - Fair or poor,6.3.2.14.4,31.2
v1792543017,Quebec,2021A000224,Women+,18 to 44 years,Experienced discrimination in a health care setting in the past 12 months,6.3.2.15.4,11.7
v1792543024,Quebec,2021A000224,Women+,18 to 44 years,Had unmet health care needs in the past 12 months,6.3.2.16.4,35.5
v1792543031,Quebec,2021A000224,Women+,18 to 44 years,"Delayed or did not fill a prescription, or reduced or skipped doses of medication because of the cost in the past 12 months",6.3.2.17.4,18.8
v1792543038,Quebec,2021A000224,Women+,18 to 44 years,Has insurance that covers all or part of the cost of prescription medications,6.3.2.18.4,87.5
v1792543045,Quebec,2021A000224,Women+,45 to 64 years,Has at least one chronic condition,6.3.3.1.4,55.9
v1792543052,Quebec,2021A000224,Women+,45 to 64 years,Perceived health - Very good or excellent,6.3.3.2.4,51.6
v1792543059,Quebec,2021A000224,Women+,45 to 64 years,Perceived health - Fair or poor,6.3.3.3.4,11.8
v1792543066,Quebec,2021A000224,Women+,45 to 64 years,Perceived mental health - Very good or excellent,6.3.3.4.4,64.9
v1792543073,Quebec,2021A000224,Women+,45 to 64 years,Perceived mental health - Fair or poor,6.3.3.5.4,6.5
v1792543080,Quebec,2021A000224,Women+,45 to 64 years,Has a regular health care provider,6.3.3.6.4,79.8
v1792543087,Quebec,2021A000224,Women+,45 to 64 years,Consulted a health care provider for a non-urgent primary health care need in the past 12 months,6.3.3.7.4,79.3
v1792543094,Quebec,2021A000224,Women+,45 to 64 years,Quality of consultation in the past 12 months - Very good or excellent,6.3.3.8.4,72.2
v1792543101,Quebec,2021A000224,Women+,45 to 64 years,Quality of consultation in the past 12 months - Fair or poor,6.3.3.9.4,8.9
v1792543108,Quebec,2021A000224,Women+,45 to 64 years,Experienced difficulties getting non-urgent primary health care in the past 12 months,6.3.3.10.4,42.0
v1792543115,Quebec,2021A000224,Women+,45 to 64 years,Consulted a medical specialist for an initial consultation in the past 12 months,6.3.3.11.4,40.7
v1792543122,Quebec,2021A000224,Women+,45 to 64 years,Experienced difficulties getting specialist care in the past 12 months,6.3.3.12.4,36.4
v1792543129,Quebec,2021A000224,Women+,45 to 64 years,Level of coordination between health care providers in the past 12 months - Very good or excellent,6.3.3.13.4,53.8
v1792543136,Quebec,2021A000224,Women+,45 to 64 years,Level of coordination between health care providers in the past 12 months - Fair or poor,6.3.3.14.4,23.2
v1792543143,Quebec,2021A000224,Women+,45 to 64 years,Experienced discrimination in a health care setting in the past 12 months,6.3.3.15.4,7.6
v1792543150,Quebec,2021A000224,Women+,45 to 64 years,Had unmet health care needs in the past 12 months,6.3.3.16.4,29.0
v1792543157,Quebec,2021A000224,Women+,45 to 64 years,"Delayed or did not fill a prescription, or reduced or skipped doses of medication because of the cost in the past 12 months",6.3.3.17.4,9.0
v1792543164,Quebec,2021A000224,Women+,45 to 64 years,Has insurance that covers all or part of the cost of prescription medications,6.3.3.18.4,81.8
v1792543171,Quebec,2021A000224,Women+,65 years and over,Has at least one chronic condition,6.3.4.1.4,77.5
v1792543178,Quebec,2021A000224,Women+,65 years and over,Perceived health - Very good or excellent,6.3.4.2.4,43.7
v1792543185,Quebec,2021A000224,Women+,65 years and over,Perceived health - Fair or poor,6.3.4.3.4,18.5
v1792543192,Quebec,2021A000224,Women+,65 years and over,Perceived mental health - Very good or excellent,6.3.4.4.4,70.3
v1792543199,Quebec,2021A000224,Women+,65 years and over,Perceived mental health - Fair or poor,6.3.4.5.4,4.7
v1792543206,Quebec,2021A000224,Women+,65 years and over,Has a regular health care provider,6.3.4.6.4,83.5
v1792543213,Quebec,2021A000224,Women+,65 years and over,Consulted a health care provider for a non-urgent primary health care need in the past 12 months,6.3.4.7.4,74.6
v1792543220,Quebec,2021A000224,Women+,65 years and over,Quality of consultation in the past 12 months - Very good or excellent,6.3.4.8.4,81.2
v1792543227,Quebec,2021A000224,Women+,65 years and over,Quality of consultation in the past 12 months - Fair or poor,6.3.4.9.4,5.5
v1792543234,Quebec,2021A000224,Women+,65 years and over,Experienced difficulties getting non-urgent primary health care in the past 12 months,6.3.4.10.4,29.4
v1792543241,Quebec,2021A000224,Women+,65 years and over,Consulted a medical specialist for an initial consultation in the past 12 months,6.3.4.11.4,38.8
v1792543248,Quebec,2021A000224,Women+,65 years and over,Experienced difficulties getting specialist care in the past 12 months,6.3.4.12.4,21.0
v1792543255,Quebec,2021A000224,Women+,65 years and over,Level of coordination between health care providers in the past 12 months - Very good or excellent,6.3.4.13.4,66.4
v1792543269,Quebec,2021A000224,Women+,65 years and over,Experienced discrimination in a health care setting in the past 12 months,6.3.4.15.4,2.8
v1792543276,Quebec,2021A000224,Women+,65 years and over,Had unmet health care needs in the past 12 months,6.3.4.16.4,18.1
v1792543283,Quebec,2021A000224,Women+,65 years and over,"Delayed or did not fill a prescription, or reduced or skipped doses of medication because of the cost in the past 12 months",6.3.4.17.4,6.3
v1792543290,Quebec,2021A000224,Women+,65 years and over,Has insurance that covers all or part of the cost of prescription medications,6.3.4.18.4,64.0
v1792543297,Ontario,2021A000235,Both genders,"Total, 18 years and over",Has at least one chronic condition,7.1.1.1.4,51.4
v1792543304,Ontario,2021A000235,Both genders,"Total, 18 years and over",Perceived health - Very good or excellent,7.1.1.2.4,50.5
v1792543311,Ontario,2021A000235,Both genders,"Total, 18 years and over",Perceived health - Fair or poor,7.1.1.3.4,14.9
v1792543318,Ontario,2021A000235,Both genders,"Total, 18 years and over",Perceived mental health - Very good or excellent,7.1.1.4.4,49.9
v1792543325,Ontario,2021A000235,Both genders,"Total, 18 years and over",Perceived mental health - Fair or poor,7.1.1.5.4,17.8
v1792543332,Ontario,2021A000235,Both genders,"Total, 18 years and over",Has a regular health care provider,7.1.1.6.4,86.4
v1792543339,Ontario,2021A000235,Both genders,"Total, 18 years and over",Consulted a health care provider for a non-urgent primary health care need in the past 12 months,7.1.1.7.4,75.7
v1792543346,Ontario,2021A000235,Both genders,"Total, 18 years and over",Quality of consultation in the past 12 months - Very good or excellent,7.1.1.8.4,68.6
v1792543353,Ontario,2021A000235,Both genders,"Total, 18 years and over",Quality of consultation in the past 12 months - Fair or poor,7.1.1.9.4,11.1
v1792543360,Ontario,2021A000235,Both genders,"Total, 18 years and over",Experienced difficulties getting non-urgent primary health care in the past 12 months,7.1.1.10.4,37.9
v1792543367,Ontario,2021A000235,Both genders,"Total, 18 years and over",Consulted a medical specialist for an initial consultation in the past 12 months,7.1.1.11.4,36.2
v1792543374,Ontario,2021A000235,Both genders,"Total, 18 years and over",Experienced difficulties getting specialist care in the past 12 months,7.1.1.12.4,30.0
v1792543381,Ontario,2021A000235,Both genders,"Total, 18 years and over",Level of coordination between health care providers in the past 12 months - Very good or excellent,7.1.1.13.4,53.5
v1792543388,Ontario,2021A000235,Both genders,"Total, 18 years and over",Level of coordination between health care providers in the past 12 months - Fair or poor,7.1.1.14.4,22.9
v1792543395,Ontario,2021A000235,Both genders,"Total, 18 years and over",Experienced discrimination in a health care setting in the past 12 months,7.1.1.15.4,8.2
v1792543402,Ontario,2021A000235,Both genders,"Total, 18 years and over",Had unmet health care needs in the past 12 months,7.1.1.16.4,21.2
v1792543409,Ontario,2021A000235,Both genders,"Total, 18 years and over","Delayed or did not fill a prescription, or reduced or skipped doses of medication because of the cost in the past 12 months",7.1.1.17.4,14.2
v1792543416,Ontario,2021A000235,Both genders,"Total, 18 years and over",Has insurance that covers all or part of the cost of prescription medications,7.1.1.18.4,74.9
v1792543423,Ontario,2021A000235,Both genders,18 to 44 years,Has at least one chronic condition,7.1.2.1.4,36.1
v1792543430,Ontario,2021A000235,Both genders,18 to 44 years,Perceived health - Very good or excellent,7.1.2.2.4,57.4
v1792543437,Ontario,2021A000235,Both genders,18 to 44 years,Perceived health - Fair or poor,7.1.2.3.4,10.7
v1792543444,Ontario,2021A000235,Both genders,18 to 44 years,Perceived mental health - Very good or excellent,7.1.2.4.4,45.2
v1792543451,Ontario,2021A000235,Both genders,18 to 44 years,Perceived mental health - Fair or poor,7.1.2.5.4,23.7
v1792543458,Ontario,2021A000235,Both genders,18 to 44 years,Has a regular health care provider,7.1.2.6.4,81.6
v1792543465,Ontario,2021A000235,Both genders,18 to 44 years,Consulted a health care provider for a non-urgent primary health care need in the past 12 months,7.1.2.7.4,69.5
v1792543472,Ontario,2021A000235,Both genders,18 to 44 years,Quality of consultation in the past 12 months - Very good or excellent,7.1.2.8.4,62.3
v1792543479,Ontario,2021A000235,Both genders,18 to 44 years,Quality of consultation in the past 12 months - Fair or poor,7.1.2.9.4,15.6
v1792543486,Ontario,2021A000235,Both genders,18 to 44 years,Experienced difficulties getting non-urgent primary health care in the past 12 months,7.1.2.10.4,44.2
v1792543493,Ontario,2021A000235,Both genders,18 to 44 years,Consulted a medical specialist for an initial consultation in the past 12 months,7.1.2.11.4,30.5
v1792543500,Ontario,2021A000235,Both genders,18 to 44 years,Experienced difficulties getting specialist care in the past 12 months,7.1.2.12.4,32.7
v1792543507,Ontario,2021A000235,Both genders,18 to 44 years,Level of coordination between health care providers in the past 12 months - Very good or excellent,7.1.2.13.4,44.3
v1792543514,Ontario,2021A000235,Both genders,18 to 44 years,Level of coordination between health care providers in the past 12 months - Fair or poor,7.1.2.14.4,32.2
v1792543521,Ontario,2021A000235,Both genders,18 to 44 years,Experienced discrimination in a health care setting in the past 12 months,7.1.2.15.4,11.1
v1792543528,Ontario,2021A000235,Both genders,18 to 44 years,Had unmet health care needs in the past 12 months,7.1.2.16.4,26.8
v1792543535,Ontario,2021A000235,Both genders,18 to 44 years,"Delayed or did not fill a prescription, or reduced or skipped doses of medication because of the cost in the past 12 months",7.1.2.17.4,18.7
v1792543542,Ontario,2021A000235,Both genders,18 to 44 years,Has insurance that covers all or part of the cost of prescription medications,7.1.2.18.4,76.7
v1792543549,Ontario,2021A000235,Both genders,45 to 64 years,Has at least one chronic condition,7.1.3.1.4,54.9
v1792543556,Ontario,2021A000235,Both genders,45 to 64 years,Perceived health - Very good or excellent,7.1.3.2.4,49.5
v1792543563,Ontario,2021A000235,Both genders,45 to 64 years,Perceived health - Fair or poor,7.1.3.3.4,15.6
v1792543570,Ontario,2021A000235,Both genders,45 to 64 years,Perceived mental health - Very good or excellent,7.1.3.4.4,52.6
v1792543577,Ontario,2021A000235,Both genders,45 to 64 years,Perceived mental health - Fair or poor,7.1.3.5.4,13.8
v1792543584,Ontario,2021A000235,Both genders,45 to 64 years,Has a regular health care provider,7.1.3.6.4,89.3
v1792543591,Ontario,2021A000235,Both genders,45 to 64 years,Consulted a health care provider for a non-urgent primary health care need in the past 12 months,7.1.3.7.4,79.4
v1792543598,Ontario,2021A000235,Both genders,45 to 64 years,Quality of consultation in the past 12 months - Very good or excellent,7.1.3.8.4,70.9
v1792543605,Ontario,2021A000235,Both genders,45 to 64 years,Quality of consultation in the past 12 months - Fair or poor,7.1.3.9.4,8.2
v1792543612,Ontario,2021A000235,Both genders,45 to 64 years,Experienced difficulties getting non-urgent primary health care in the past 12 months,7.1.3.10.4,35.1
v1792543619,Ontario,2021A000235,Both genders,45 to 64 years,Consulted a medical specialist for an initial consultation in the past 12 months,7.1.3.11.4,37.4
v1792543626,Ontario,2021A000235,Both genders,45 to 64 years,Experienced difficulties getting specialist care in the past 12 months,7.1.3.12.4,28.6
v1792543633,Ontario,2021A000235,Both genders,45 to 64 years,Level of coordination between health care providers in the past 12 months - Very good or excellent,7.1.3.13.4,55.6
v1792543640,Ontario,2021A000235,Both genders,45 to 64 years,Level of coordination between health care providers in the past 12 months - Fair or poor,7.1.3.14.4,21.3
v1792543647,Ontario,2021A000235,Both genders,45 to 64 years,Experienced discrimination in a health care setting in the past 12 months,7.1.3.15.4,6.4
v1792543654,Ontario,2021A000235,Both genders,45 to 64 years,Had unmet health care needs in the past 12 months,7.1.3.16.4,17.7
v1792543661,Ontario,2021A000235,Both genders,45 to 64 years,"Delayed or did not fill a prescription, or reduced or skipped doses of medication because of the cost in the past 12 months",7.1.3.17.4,14.8
v1792543668,Ontario,2021A000235,Both genders,45 to 64 years,Has insurance that covers all or part of the cost of prescription medications,7.1.3.18.4,76.2
v1792543675,Ontario,2021A000235,Both genders,65 years and over,Has at least one chronic condition,7.1.4.1.4,79.6
v1792543682,Ontario,2021A000235,Both genders,65 years and over,Perceived health - Very good or excellent,7.1.4.2.4,37.1
v1792543689,Ontario,2021A000235,Both genders,65 years and over,Perceived health - Fair or poor,7.1.4.3.4,23.0
v1792543696,Ontario,2021A000235,Both genders,65 years and over,Perceived mental health - Very good or excellent,7.1.4.4.4,56.4
v1792543703,Ontario,2021A000235,Both genders,65 years and over,Perceived mental health - Fair or poor,7.1.4.5.4,10.6
v1792543710,Ontario,2021A000235,Both genders,65 years and over,Has a regular health care provider,7.1.4.6.4,92.9
v1792543717,Ontario,2021A000235,Both genders,65 years and over,Consulted a health care provider for a non-urgent primary health care need in the past 12 months,7.1.4.7.4,84.0
